id,family_id,surveydate,participant_age,parent_age,parent_latinx,parent_latinx_txt,parent_race,parent_race_txt,parent_racedescribe,parent_sexassigned,parent_female,parent_gender_txt,parent_education,parent_education_txt,employment_status,employment_status_txt,employment_explain,parent_pob_us,parent_pob_other,nativelang_english,nativelang_txt,nativelang_other,primarylang_english,primarylang_txt,primarylang_other,secondlang,secondlang_type,seriousrelationship,bparentrelationship,nonromantic_caregiver,other_caregiver,other_caregiver_txt,marital_status,marital_status_txt,partner_age,partner_educ,partner_educ_txt,partner_educ_describe,partner_employ,partner_employ_txt,partner_employ_describe,partner_pob_us,partner_pob_other,annual_income,annual_income_txt,in_home_partner,in_home_child,in_home_parent_mom,in_home_parent_dad,in_home_spouse_parent,in_home_friend,in_home_otherfam,live_alone,in_home_other,ppl_in_home_describe,child_age_months,child_female,child_latinx,child_latinx_txt,child_race,child_race_txt,child_race_describe,child_pob_us,child_pob_other,current_num_children,firstchi_age_months,firstchi_female,secondchi_age_months,secondchi_female,thirdchi_age_months,thirdchi_female,fourthchi_age_months,fourthchi_female,fifthchi_age_months,fifthchi_female,mp_1_v2,mp_2_v2,mp_3_v2,mp_4_v2,mp_5_v2,mp_6_v2,mp_7_v2,mp_8_v2,mp_9_v2,mp_10_v2,mp_11_v2,mp_12_v2,mp_13_v2,mp_14_v2,mp_15_v2,mp_16_v2,mp_17_v2,mp_18_v2,mp_19_v2,mp_20_v2,anything_toknow,mp_complete,mp_total,mp_negaff,mp_cogcon,mp_bodsen,mp_soccon,cogstim_1,cogstim_2,cogstim_3,cogstim_4,cogstim_5,cogstim_6,cogstim_7,cogstim_8,cogstim_9,cogstim_10,cogstim_11,cogstim_12,cogstim_13,cogstim_14,cogstim_15,cogstim_16,cogstim_17,cogstim_20,cogstim_21,cogstim_22,cogstim_23,cogstim_24,cogstim_26,paryc_1,paryc_2,paryc_3,paryc_4,paryc_5,paryc_6,paryc_7,paryc_8,paryc_9,paryc_10,paryc_11,paryc_12,paryc_13,paryc_14,paryc_15,paryc_16,crpr_warmth_1,crpr_warmth_2,ps_1,ps_2,ps_3,ps_4,ps_5,ps_6,ps_12,ps_7,ps_8,ps_9,ps_10,ps_11,ps_13,cogstim_total,paryc_setlim,paryc_suppos,paryc_proact,crpr_warmth,ps_consistency,ps_overreactivity,ps_hosility,pospar_total,prfq_1a,prfq_1b,prfq_1c,prfq_1d,prfq_1e,prfq_1f,prfq_complete,prfq_total
81,11,2020-11-17T10:29:52Z,40,40,0,Not Hispanic or Latinx,5,White,,Female,1,Woman,7,Bachelor's degree,1,Employed full time,,1,,1,English,,1,English,,0,,1,1,NA,NA,NA,2,Married/domestic partnership,NA,7,Bachelor's degree,,1,Employed full time,,1,,6,"90,001-150,000",1,1,0,0,0,0,0,0,0,,46.181246913580246,0,0,Not Hispanic or Latinx,5,White,,1,,2,46.181246913580246,0,12.447913580246913,1,NA,NA,NA,NA,NA,NA,75,40,100,100,100,90,100,100,74,100,100,100,60,100,100,100,100,100,55,100,,2,89.7,95,65.8,100,98,5,5,6,0,6,6,5,4,6,5,3,4,3,6,6,5,1,5,5,4,4,6,5,5,4,5,3,6,3,4,5,3,6,6,6,4,3,5,6,6,6,81,68,32,29,40,45,70,94,97,5,1,0,35,4.565217391304348,4.285714285714286,4.714285714285714,5.5,6,49,69.2,2,4.521739130434782,6,6,6,5,5,6,2,5.666666666666667
83,13,2020-11-17T11:41:07Z,39,39,0,Not Hispanic or Latinx,5,White,,Female,1,Woman,8,Graduate degree,1,Employed full time,,1,,1,English,,2,Other,,0,,1,1,NA,NA,NA,2,Married/domestic partnership,NA,7,Bachelor's degree,,1,Employed full time,,1,,6,"90,001-150,000",1,1,0,0,0,0,0,0,0,,61.78989956690562,1,0,Not Hispanic or Latinx,5,White,,1,,2,61.78989956690562,1,36.082896219135804,1,NA,NA,NA,NA,NA,NA,67,38,73,65,78,94,89,97,95,99,100,91,55,99,90,86,100,78,58,100,,2,82.6,77.4,68.6,93.8,90.6,5,5,5,2,6,5,5,4,6,5,6,5,4,6,4,6,2,6,3,5,2,5,4,4,3,5,4,5,4,3,3,2,5,6,6,5,6,5,6,6,6,65,72,86,22,15,14,22,76,28,17,0,28,24,4.608695652173913,4,4.714285714285714,5.5,6,53.8,31,15,4.440993788819876,5,6,4,4,3,6,2,4.666666666666667
84,14,2020-11-17T14:03:09Z,36,36,0,Not Hispanic or Latinx,5,White,,Female,1,Woman,7,Bachelor's degree,2,Employed part time,,1,,1,English,,1,English,,0,,1,1,NA,NA,NA,2,Married/domestic partnership,NA,7,Bachelor's degree,,3,Self-employed,,1,,7,"$150,000-250,000",1,1,0,0,0,0,0,0,0,,56.28618402777778,1,0,Not Hispanic or Latinx,5,White,,1,,3,56.28618402777778,1,56.28618402777778,1,9.631790994623657,0,NA,NA,NA,NA,2,75,2,100,14,100,100,75,69,100,80,100,65,100,100,100,100,100,65,100,"Identical twin, born at 34.2, no delays identified",2,77.35,63.2,69.8,96,80.4,5,5,5,4,5,6,5,5,6,4,4,5,4,6,4,6,3,5,4,6,5,5,5,5,4,3,3,5,6,6,6,4,5,6,6,1,6,6,6,6,6,88,87,100,0,19,53,88,100,80,0,0,17,50,4.869565217391305,4.571428571428571,4.857142857142857,6,6,65,68,5.666666666666667,4.766045548654244,6,4,5,4,6,6,2,5.166666666666667
85,15,2020-11-17T13:02:31Z,34,34,0,Not Hispanic or Latinx,5,White,,Female,1,Woman,6,Associate degree,2,Employed part time,,1,,1,English,,1,English,,0,,1,1,NA,NA,NA,2,Married/domestic partnership,NA,3,"High school graduate, diploma or the equivalent (i.e. GED)",,3,Self-employed,,NA,,4,"30,001-60,000",1,1,0,0,0,0,0,0,0,,67.28478047839506,0,0,Not Hispanic or Latinx,5,White,,1,,2,67.28478047839506,0,23.55144714506173,0,NA,NA,NA,NA,NA,NA,100,76,100,100,100,100,100,96,89,100,100,100,86,100,100,100,100,100,94,100,,2,97.05,100,88.2,100,100,6,6,6,1,6,0,5,5,6,5,5,5,5,6,5,6,2,3,6,4,6,6,5,0,6,5,5,4,5,5,6,3,6,6,6,3,6,6,6,6,6,100,76,81,33,29,70,50,96,50,0,0,8,27,4.782608695652174,4.285714285714286,5.142857142857143,6,6,63.4,59,2.6666666666666665,4.737060041407868,6,5,5,5,5,6,2,5.333333333333333
86,16,2020-11-18T07:11:03Z,41,41,0,Not Hispanic or Latinx,5,White,,Female,1,Woman,8,Graduate degree,6,Homemaker,,0,England,1,English,,1,English,,0,,1,1,NA,NA,NA,2,Married/domestic partnership,NA,7,Bachelor's degree,,1,Employed full time,,1,,7,"$150,000-250,000",1,1,0,0,0,0,0,0,0,,46.07664467592593,0,0,Not Hispanic or Latinx,5,White,,1,,2,86.9773980734767,0,46.07664467592593,0,NA,NA,NA,NA,NA,NA,100,70,100,100,100,100,100,85,77,100,100,100,75,100,100,100,100,100,77,100,He received speech services for 8 months but has since graduated and is doing great,2,94.2,100,76.8,100,100,6,5,6,2,6,0,6,5,6,4,4,1,1,6,6,6,1,4,4,6,5,5,2,5,6,5,4,6,6,6,5,5,5,6,6,4,5,6,6,6,6,97,100,100,0,31,38,98,100,100,0,0,0,22,4.217391304347826,5.428571428571429,5.142857142857143,6,6,63.8,73.4,0,4.929606625258799,5,4,4,4,6,6,2,4.833333333333333
87,17,2020-11-17T21:27:32Z,30,30,0,Not Hispanic or Latinx,5,White,,Female,1,Woman,8,Graduate degree,6,Homemaker,,1,,1,English,,1,English,,0,,1,1,NA,NA,NA,2,Married/domestic partnership,NA,8,Graduate degree,,1,Employed full time,,0,New Zealand,7,"$150,000-250,000",1,1,0,0,0,0,0,0,0,,65.77077807646356,0,0,Not Hispanic or Latinx,5,White,,1,,2,65.77077807646356,0,30.32980401234568,1,NA,NA,NA,NA,NA,NA,100,50,100,100,100,100,100,76,50,100,100,100,50,100,100,100,100,100,50,100,"Winfield has sensory processing disorder and is in OT and PT for some challenges with balance, bilateral coordination, gross motor skills. His delays would probably not be noticeable to a casual observer - he just seems clumsy. He has had eye surgery and wears glasses.",2,88.8,100,55.2,100,100,1,6,6,1,6,4,6,6,6,5,5,4,4,6,6,6,0,5,6,5,6,6,0,4,3,6,4,4,5,4,4,4,5,6,4,4,4,4,5,6,6,82,85,84,12,50,38,44,96,41,59,26,0,37,4.608695652173913,4.285714285714286,4.571428571428571,4,6,60,53.8,28.333333333333332,4.488612836438923,6,6,6,6,6,6,2,6
88,18,2020-11-17T14:14:22Z,35,35,0,Not Hispanic or Latinx,5,White,,Female,1,Woman,8,Graduate degree,3,Self-employed,,1,,1,English,,1,English,,0,,1,1,NA,NA,NA,2,Married/domestic partnership,NA,8,Graduate degree,,1,Employed full time,,1,,6,"90,001-150,000",1,1,0,0,0,0,0,0,0,,63.85784871565114,0,0,Not Hispanic or Latinx,5,White,,1,,4,63.85784871565114,0,42.486443672839506,1,28.5997841995221,1,6.5997841995221025,0,NA,NA,80,85,100,100,100,100,100,75,50,100,100,100,65,100,100,100,90,100,50,100,,2,89.75,96,65,100,98,6,5,6,2,6,0,1,4,6,5,4,1,1,6,6,6,1,5,4,4,5,6,2,6,5,6,5,5,6,4,6,4,5,6,6,5,6,6,6,5,5,100,75,90,0,33,76,79,98,97,12,0,0,19,4,5.285714285714286,5.428571428571429,6,5,56.8,76.6,4,4.904761904761905,6,4,4,5,5,6,2,5
89,19,2020-11-17T16:51:17Z,39,39,0,Not Hispanic or Latinx,5,White,,Female,1,Woman,4,"Some college credit, no degree",1,Employed full time,,1,,1,English,,1,English,,0,,0,NA,NA,NA,NA,1,"Single, never married",NA,NA,NA,,NA,NA,,NA,,4,"30,001-60,000",0,1,0,0,0,0,0,0,0,,36.49007600308642,1,0,Not Hispanic or Latinx,5,White,,1,,2,73.99039613201911,0,36.49007600308642,1,NA,NA,NA,NA,NA,NA,65,60,95,5,1,100,20,50,65,15,100,50,40,10,50,70,100,20,30,85,n/a,2,51.55,21.2,49,46,90,5,5,3,5,6,5,6,6,6,5,2,4,3,6,4,5,2,2,2,1,6,5,4,2,3,6,4,5,3,3,4,4,6,6,4,3,6,6,6,6,6,50,59,64,19,84,75,75,94,100,8,0,3,50,4.260869565217392,3.7142857142857144,5,5,6,48.4,85.6,3.6666666666666665,4.325051759834369,6,6,6,6,5,6,2,5.833333333333333
90,20,2020-11-23T15:08:31Z,38,38,0,Not Hispanic or Latinx,5,White,,Female,1,Woman,8,Graduate degree,6,Homemaker,,1,,1,English,,1,English,,0,,1,1,NA,NA,NA,2,Married/domestic partnership,NA,8,Graduate degree,,1,Employed full time,,1,,6,"90,001-150,000",1,0,0,0,0,0,0,0,0,,62.687697145061726,0,0,Not Hispanic or Latinx,5,White,,1,,3,89.35436381172839,0,62.687697145061726,0,16.321030478395063,0,NA,NA,NA,NA,74,88,93,88,92,99,100,96,97,96,100,100,78,100,98,99,99,84,78,100,,2,92.95,86.8,87.4,99.6,98,5,6,6,4,6,6,5,4,6,5,2,2,6,6,2,6,1,4,4,5,6,6,6,5,4,4,3,3,4,4,5,4,6,5,5,3,4,5,6,6,6,63,65,71,23,34,50,70,99,50,14,4,6,19,4.739130434782608,3.857142857142857,4.714285714285714,5,6,48.2,60.6,8,4.436853002070393,5,5,4,4,5,6,2,4.833333333333333
91,13,2020-11-18T13:52:43Z,41,41,0,Not Hispanic or Latinx,5,White,,Male,0,Man,7,Bachelor's degree,1,Employed full time,,1,,1,English,,1,English,,0,,1,1,NA,NA,NA,2,Married/domestic partnership,NA,8,Graduate degree,,1,Employed full time,,1,,6,"90,001-150,000",1,1,0,0,0,0,0,0,0,,61.82510566009558,1,0,Not Hispanic or Latinx,5,White,,1,,2,61.82510566009558,1,36.11927584876543,1,NA,NA,NA,NA,NA,NA,54,50,66,59,69,93,93,94,92,78,85,82,65,70,69,90,96,66,34,71,She's in Occupational Therapy at school,2,73.8,65.2,67,79.8,83.2,5,4,5,4,6,4,3,2,6,5,3,2,6,6,4,6,1,5,2,5,1,3,3,3,2,3,3,5,4,3,2,2,5,6,5,5,6,4,5,5,5,66,42,28,58,16,19,45,88,34,45,19,35,84,3.9565217391304346,3.2857142857142856,4.428571428571429,4.5,5,55.6,40.4,33,3.890269151138716,4,4,2,1,4,6,2,3.5
94,22,2020-11-23T12:54:18Z,41,41,0,Not Hispanic or Latinx,5,White,,Male,0,Man,8,Graduate degree,1,Employed full time,,1,,1,English,,1,English,,0,,1,1,NA,NA,NA,2,Married/domestic partnership,NA,7,Bachelor's degree,,6,Homemaker,,1,,6,"90,001-150,000",1,1,0,0,0,0,0,0,0,,61.15125694444444,0,0,Not Hispanic or Latinx,5,White,,1,,3,61.15125694444444,0,42.11792361111111,1,18.85605510752688,1,NA,NA,NA,NA,70,40,100,100,100,100,100,70,60,100,100,100,40,60,90,100,80,60,35,100,,2,80.25,86,49,90,96,5,6,6,4,6,0,6,4,6,4,1,2,2,6,4,5,0,5,4,3,6,0,6,4,6,6,5,2,3,3,5,3,5,5,2,2,4,3,6,6,6,61,41,61,45,92,100,35,100,100,0,0,0,50,3.9565217391304346,4.142857142857143,4.285714285714286,2.5,6,51.6,85.4,0,4.128364389233955,5,4,5,5,4,4,2,4.5
95,23,2020-11-19T17:49:56Z,34,34,0,Not Hispanic or Latinx,5,White,,Female,1,Woman,7,Bachelor's degree,6,Homemaker,,1,,1,English,,1,English,,0,,1,1,NA,NA,NA,2,Married/domestic partnership,NA,5,Trade/technical/vocational training,,1,Employed full time,,1,,6,"90,001-150,000",1,1,1,1,0,0,0,0,0,,45.19143364197531,1,0,Not Hispanic or Latinx,5,White,,1,,2,90.42476697530864,0,45.19143364197531,1,NA,NA,NA,NA,NA,NA,75,25,100,100,100,100,100,35,30,100,100,100,40,100,100,100,100,100,35,100,Josephine has autism,2,82,95,33,100,100,5,6,5,5,6,6,6,6,6,4,3,3,5,6,6,6,0,5,5,5,5,6,0,3,5,5,5,5,5,4,5,5,6,6,6,6,6,6,6,6,6,77,50,79,27,83,93,94,100,100,7,0,0,50,4.782608695652174,4.571428571428571,5.714285714285714,6,6,56.6,94,2.3333333333333335,5.022774327122153,6,5,5,6,5,6,2,5.5
96,24,2020-11-19T11:54:08Z,37,37,0,Not Hispanic or Latinx,5,White,,Female,1,Woman,8,Graduate degree,2,Employed part time,,1,,1,English,,1,English,,0,,1,1,NA,NA,NA,2,Married/domestic partnership,NA,7,Bachelor's degree,,1,Employed full time,,1,,6,"90,001-150,000",1,1,0,0,0,0,0,0,0,,52.886965352449224,0,0,Not Hispanic or Latinx,5,White,,1,,2,52.886965352449224,0,38.049864197530866,0,NA,NA,NA,NA,NA,NA,100,25,100,100,100,100,100,50,15,100,100,100,20,100,100,100,100,100,10,100,,2,81,100,24,100,100,5,5,4,4,6,5,5,5,6,5,1,2,1,6,6,6,0,6,5,5,5,5,0,3,3,6,3,6,4,4,4,4,6,6,6,4,5,6,6,6,6,50,71,56,28,42,43,58,82,23,6,4,16,26,4.260869565217392,4.142857142857143,5,6,6,46.2,49.6,8.666666666666666,4.467908902691511,6,6,6,6,6,6,2,6
